Soil_color,Nitrogen,Phosphorus,Potassium,pH,Crop,Fertilizer
Dark Brown,105,50,60,6,Wheat,Urea
Dark Brown,110,50,60,6,Wheat,Urea
Dark Brown,115,50,60,6,Wheat,Urea
Dark Brown,120,50,60,6,Wheat,Urea
Dark Brown,100,55,40,6.5,Wheat,Urea
Dark Brown,105,55,40,6.5,Wheat,Urea
Dark Brown,110,55,40,6.5,Wheat,Urea
Dark Brown,115,55,40,6.5,Wheat,Urea
Dark Brown,120,55,40,6.5,Wheat,Urea
Dark Brown,100,60,45,7,Wheat,Urea
Dark Brown,105,60,45,7,Wheat,Urea
Dark Brown,110,60,45,7,Wheat,Urea
Dark Brown,115,60,45,7,Wheat,Urea
Dark Brown,120,60,45,7,Wheat,Urea
Dark Brown,100,40,60,6,Wheat,Urea
Dark Brown,105,40,60,6,Wheat,Urea
Dark Brown,110,40,60,6,Wheat,Urea
Dark Brown,115,40,60,6,Wheat,Urea
Dark Brown,120,40,60,6,Wheat,Urea
Dark Brown,100,45,40,6.5,Wheat,Urea
Dark Brown,105,45,40,6.5,Wheat,Urea
Dark Brown,110,45,40,6.5,Wheat,Urea
Dark Brown,115,45,40,6.5,Wheat,Urea
Dark Brown,120,45,40,6.5,Wheat,Urea
Dark Brown,100,50,45,7,Wheat,Urea
Dark Brown,105,50,45,7,Wheat,Urea
Dark Brown,110,50,45,7,Wheat,Urea
Dark Brown,115,50,45,7,Wheat,Urea
Dark Brown,120,50,45,7,Wheat,Urea
Dark Brown,100,55,50,7.5,Wheat,Urea
Dark Brown,105,55,50,7.5,Wheat,Urea
Dark Brown,110,55,50,7.5,Wheat,Urea
Dark Brown,115,55,50,7.5,Wheat,Urea
Dark Brown,120,55,50,7.5,Wheat,Urea
Dark Brown,100,60,55,6,Wheat,Urea
Dark Brown,105,60,55,6,Wheat,Urea
Dark Brown,110,60,55,6,Wheat,Urea
Dark Brown,115,60,55,6,Wheat,Urea
Dark Brown,120,60,55,6,Wheat,Urea
Dark Brown,95,55,55,7,Wheat,Urea
Dark Brown,100,55,55,7,Wheat,Urea
Dark Brown,60,60,60,7.5,Wheat,Urea
Dark Brown,65,60,60,7.5,Wheat,Urea
Dark Brown,70,60,60,7.5,Wheat,Urea
Dark Brown,75,60,60,7.5,Wheat,Urea
Dark Brown,80,60,60,7.5,Wheat,Urea
Dark Brown,85,60,60,7.5,Wheat,Urea
Dark Brown,90,60,60,7.5,Wheat,Urea
Dark Brown,95,60,60,7.5,Wheat,Urea
Dark Brown,100,60,60,7.5,Wheat,Urea
Dark Brown,60,40,45,6,Wheat,Urea
Dark Brown,65,40,45,6,Wheat,Urea
Dark Brown,70,40,45,6,Wheat,Urea
Dark Brown,75,40,45,6,Wheat,Urea
Dark Brown,80,40,45,6,Wheat,Urea
Dark Brown,85,40,45,6,Wheat,Urea
Dark Brown,90,40,45,6,Wheat,Urea
Dark Brown,95,40,45,6,Wheat,Urea
Dark Brown,100,40,45,6,Wheat,Urea
Dark Brown,60,45,50,6.5,Wheat,Urea
Dark Brown,65,45,50,6.5,Wheat,Urea
Dark Brown,70,45,50,6.5,Wheat,Urea
Dark Brown,75,45,50,6.5,Wheat,Urea
Dark Brown,80,45,50,6.5,Wheat,Urea
Dark Brown,75,50,60,6,Wheat,Urea
Dark Brown,80,50,60,6,Wheat,Urea
Dark Brown,85,50,60,6,Wheat,Urea
Dark Brown,90,50,60,6,Wheat,Urea
Dark Brown,95,50,60,6,Wheat,Urea
Dark Brown,100,50,60,6,Wheat,Urea
Dark Brown,60,55,40,6.5,Wheat,Urea
Dark Brown,65,55,40,6.5,Wheat,Urea
Dark Brown,70,55,40,6.5,Wheat,Urea
Dark Brown,75,55,40,6.5,Wheat,Urea
Dark Brown,80,55,40,6.5,Wheat,Urea
Dark Brown,85,55,40,6.5,Wheat,Urea
Dark Brown,90,55,40,6.5,Wheat,Urea
Dark Brown,95,55,40,6.5,Wheat,Urea
Dark Brown,100,55,40,6.5,Wheat,Urea
Dark Brown,60,60,45,7,Wheat,Urea
Dark Brown,65,60,45,7,Wheat,Urea
Dark Brown,70,60,45,7,Wheat,Urea
Dark Brown,75,60,45,7,Wheat,Urea
Dark Brown,80,60,45,7,Wheat,Urea
Dark Brown,85,60,45,7,Wheat,Urea
Dark Brown,90,60,45,7,Wheat,Urea
Dark Brown,95,60,45,7,Wheat,Urea
Dark Brown,100,60,45,7,Wheat,Urea
Dark Brown,60,40,55,7.5,Wheat,Urea
Dark Brown,100,50,40,6.5,Wheat,Urea
Dark Brown,60,55,45,7,Wheat,Urea
Dark Brown,65,55,45,7,Wheat,Urea
Dark Brown,70,55,45,7,Wheat,Urea
Dark Brown,75,55,45,7,Wheat,Urea
Dark Brown,80,55,45,7,Wheat,Urea
Dark Brown,85,55,45,7,Wheat,Urea
Dark Brown,90,55,45,7,Wheat,Urea
Dark Brown,95,55,45,7,Wheat,Urea
Dark Brown,100,55,45,7,Wheat,Urea
Dark Brown,60,60,50,7.5,Wheat,Urea
Dark Brown,65,60,50,7.5,Wheat,Urea
Dark Brown,70,60,50,7.5,Wheat,Urea
Dark Brown,75,60,50,7.5,Wheat,Urea
Dark Brown,80,60,50,7.5,Wheat,Urea
Dark Brown,85,60,50,7.5,Wheat,Urea
Dark Brown,90,60,50,7.5,Wheat,Urea
Dark Brown,95,60,50,7.5,Wheat,Urea
Dark Brown,100,60,50,7.5,Wheat,Urea
Dark Brown,60,40,60,6,Wheat,Urea
Dark Brown,65,40,60,6,Wheat,Urea
Dark Brown,70,40,60,6,Wheat,Urea
Dark Brown,75,40,60,6,Wheat,Urea
Dark Brown,80,40,60,6,Wheat,Urea
Dark Brown,85,40,60,6,Wheat,Urea
Dark Brown,80,55,50,7.5,Wheat,Urea
Dark Brown,85,55,50,7.5,Wheat,Urea
Dark Brown,90,55,50,7.5,Wheat,Urea
Dark Brown,95,55,50,7.5,Wheat,Urea
Dark Brown,100,55,50,7.5,Wheat,Urea
Dark Brown,60,60,55,6,Wheat,Urea
Dark Brown,65,60,55,6,Wheat,Urea
Dark Brown,70,60,55,6,Wheat,Urea
Dark Brown,75,60,55,6,Wheat,Urea
Dark Brown,80,60,55,6,Wheat,Urea
Dark Brown,85,60,55,6,Wheat,Urea
Dark Brown,90,60,55,6,Wheat,Urea
Dark Brown,95,60,55,6,Wheat,Urea
Dark Brown,100,60,55,6,Wheat,Urea
Dark Brown,120,60,40,6,Maize,Urea
Dark Brown,125,60,40,6,Maize,Urea
Dark Brown,130,60,40,6,Maize,Urea
Dark Brown,135,60,40,6,Maize,Urea
Dark Brown,140,60,40,6,Maize,Urea
Dark Brown,145,60,40,6,Maize,Urea
Dark Brown,150,60,40,6,Maize,Urea
Dark Brown,120,65,45,6.5,Maize,Urea
Dark Brown,125,65,45,6.5,Maize,Urea
Dark Brown,130,65,45,6.5,Maize,Urea
Dark Brown,135,65,45,6.5,Maize,Urea
Dark Brown,140,65,45,6.5,Maize,Urea
Dark Brown,145,65,45,6.5,Maize,Urea
Dark Brown,150,65,45,6.5,Maize,Urea
Dark Brown,120,70,50,7,Maize,Urea
Dark Brown,125,70,50,7,Maize,Urea
Dark Brown,130,70,50,7,Maize,Urea
Dark Brown,135,70,50,7,Maize,Urea
Dark Brown,140,70,50,7,Maize,Urea
Dark Brown,145,70,50,7,Maize,Urea
Dark Brown,150,70,50,7,Maize,Urea
Dark Brown,120,75,55,7.5,Maize,Urea
Dark Brown,125,75,55,7.5,Maize,Urea
Dark Brown,130,75,55,7.5,Maize,Urea
Dark Brown,135,75,55,7.5,Maize,Urea
Dark Brown,140,75,55,7.5,Maize,Urea
Dark Brown,145,75,55,7.5,Maize,Urea
Dark Brown,150,75,55,7.5,Maize,Urea
Dark Brown,120,80,60,6,Maize,Urea
Dark Brown,125,80,60,6,Maize,Urea
Dark Brown,130,80,60,6,Maize,Urea
Dark Brown,135,80,60,6,Maize,Urea
Dark Brown,140,80,60,6,Maize,Urea
Dark Brown,145,80,60,6,Maize,Urea
Dark Brown,150,80,60,6,Maize,Urea
Dark Brown,120,60,45,6.5,Maize,SSP
Dark Brown,125,60,45,6.5,Maize,SSP
Dark Brown,130,60,45,6.5,Maize,SSP
Dark Brown,135,60,45,6.5,Maize,SSP
Dark Brown,140,60,45,6.5,Maize,SSP
Dark Brown,145,60,45,6.5,Maize,SSP
Dark Brown,150,60,45,6.5,Maize,SSP
Dark Brown,120,65,50,7,Maize,SSP
Dark Brown,125,65,50,7,Maize,SSP
Dark Brown,130,65,50,7,Maize,SSP
Dark Brown,135,65,50,7,Maize,SSP
Dark Brown,140,65,50,7,Maize,SSP
Dark Brown,145,65,50,7,Maize,SSP
Dark Brown,150,65,50,7,Maize,SSP
Dark Brown,120,70,55,7.5,Maize,SSP
Dark Brown,125,70,55,7.5,Maize,SSP
Dark Brown,130,70,55,7.5,Maize,SSP
Dark Brown,135,70,55,7.5,Maize,SSP
Dark Brown,140,70,55,7.5,Maize,SSP
Dark Brown,145,70,55,7.5,Maize,SSP
Dark Brown,150,70,55,7.5,Maize,SSP
Dark Brown,120,75,60,6,Maize,SSP
Dark Brown,125,75,60,6,Maize,SSP
Dark Brown,130,75,60,6,Maize,SSP
Dark Brown,135,75,60,6,Maize,SSP
Dark Brown,140,75,60,6,Maize,SSP
Dark Brown,145,75,60,6,Maize,SSP
Dark Brown,150,75,60,6,Maize,SSP
Dark Brown,120,80,40,6.5,Maize,SSP
Dark Brown,125,80,40,6.5,Maize,SSP
Dark Brown,130,80,40,6.5,Maize,SSP
Dark Brown,135,80,40,6.5,Maize,SSP
Dark Brown,140,80,40,6.5,Maize,SSP
Dark Brown,145,80,40,6.5,Maize,SSP
Dark Brown,150,80,40,6.5,Maize,SSP
Dark Brown,120,60,50,7,Maize,MOP
Dark Brown,125,60,50,7,Maize,MOP
Dark Brown,130,60,50,7,Maize,MOP
Dark Brown,135,60,50,7,Maize,MOP
Dark Brown,140,60,50,7,Maize,MOP
Dark Brown,145,60,50,7,Maize,MOP
Dark Brown,150,60,50,7,Maize,MOP
Dark Brown,120,65,55,7.5,Maize,MOP
Dark Brown,125,65,55,7.5,Maize,MOP
Dark Brown,130,65,55,7.5,Maize,MOP
Dark Brown,135,65,55,7.5,Maize,MOP
Dark Brown,140,65,55,7.5,Maize,MOP
Dark Brown,145,65,55,7.5,Maize,MOP
Dark Brown,150,65,55,7.5,Maize,MOP
Dark Brown,120,70,60,6,Maize,MOP
Dark Brown,125,70,60,6,Maize,MOP
Dark Brown,130,70,60,6,Maize,MOP
Dark Brown,135,70,60,6,Maize,MOP
Dark Brown,140,70,60,6,Maize,MOP
Dark Brown,145,70,60,6,Maize,MOP
Dark Brown,150,70,60,6,Maize,MOP
Dark Brown,120,75,40,6.5,Maize,MOP
Dark Brown,125,75,40,6.5,Maize,MOP
Dark Brown,130,75,40,6.5,Maize,MOP
Dark Brown,135,75,40,6.5,Maize,MOP
Dark Brown,140,75,40,6.5,Maize,MOP
Dark Brown,145,75,40,6.5,Maize,MOP
Dark Brown,150,75,40,6.5,Maize,MOP
Dark Brown,120,80,45,7,Maize,MOP
Dark Brown,125,80,45,7,Maize,MOP
Dark Brown,130,80,45,7,Maize,MOP
Dark Brown,135,80,45,7,Maize,MOP
Dark Brown,140,80,45,7,Maize,MOP
Dark Brown,145,80,45,7,Maize,MOP
Dark Brown,150,80,45,7,Maize,MOP
Dark Brown,120,60,55,7.5,Maize,Urea
Dark Brown,125,60,55,7.5,Maize,Urea
Dark Brown,130,60,55,7.5,Maize,Urea
Dark Brown,135,60,55,7.5,Maize,Urea
Dark Brown,140,60,55,7.5,Maize,Urea
Dark Brown,145,60,55,7.5,Maize,Urea
Dark Brown,150,60,55,7.5,Maize,Urea
Dark Brown,120,65,60,6,Maize,Urea
Dark Brown,125,65,60,6,Maize,Urea
Dark Brown,130,65,60,6,Maize,Urea
Dark Brown,135,65,60,6,Maize,Urea
Dark Brown,140,65,60,6,Maize,Urea
Dark Brown,145,65,60,6,Maize,Urea
Dark Brown,150,65,60,6,Maize,Urea
Dark Brown,120,70,40,6.5,Maize,Urea
Dark Brown,125,70,40,6.5,Maize,Urea
Dark Brown,130,70,40,6.5,Maize,Urea
Dark Brown,135,70,40,6.5,Maize,Urea
Dark Brown,140,70,40,6.5,Maize,Urea
Dark Brown,145,70,40,6.5,Maize,Urea
Dark Brown,150,70,40,6.5,Maize,Urea
Dark Brown,120,75,45,7,Maize,Urea
Dark Brown,125,75,45,7,Maize,Urea
Dark Brown,130,75,45,7,Maize,Urea
Dark Brown,135,75,45,7,Maize,Urea
Dark Brown,140,75,45,7,Maize,Urea
Dark Brown,145,75,45,7,Maize,Urea
Dark Brown,150,75,45,7,Maize,Urea
Dark Brown,120,80,50,7.5,Maize,Urea
Dark Brown,125,80,50,7.5,Maize,Urea
Dark Brown,130,80,50,7.5,Maize,Urea
Dark Brown,135,80,50,7.5,Maize,Urea
Dark Brown,140,80,50,7.5,Maize,Urea
Dark Brown,145,80,50,7.5,Maize,Urea
Dark Brown,150,80,50,7.5,Maize,Urea
Dark Brown,120,60,60,6,Maize,SSP
Dark Brown,125,60,60,6,Maize,SSP
Dark Brown,130,60,60,6,Maize,SSP
Dark Brown,135,60,60,6,Maize,SSP
Dark Brown,140,60,60,6,Maize,SSP
Dark Brown,145,60,60,6,Maize,SSP
Dark Brown,150,60,60,6,Maize,SSP
Dark Brown,120,65,40,6.5,Maize,SSP
Dark Brown,125,65,40,6.5,Maize,SSP
Dark Brown,130,65,40,6.5,Maize,SSP
Dark Brown,135,65,40,6.5,Maize,SSP
Dark Brown,140,65,40,6.5,Maize,SSP
Dark Brown,145,65,40,6.5,Maize,SSP
Dark Brown,150,65,40,6.5,Maize,SSP
Dark Brown,120,70,45,7,Maize,SSP
Dark Brown,125,70,45,7,Maize,SSP
Dark Brown,130,70,45,7,Maize,SSP
Dark Brown,135,70,45,7,Maize,SSP
Dark Brown,140,70,45,7,Maize,SSP
Dark Brown,145,70,45,7,Maize,SSP
Dark Brown,150,70,45,7,Maize,SSP
Dark Brown,120,75,50,7.5,Maize,SSP
Dark Brown,125,75,50,7.5,Maize,SSP
Dark Brown,130,75,50,7.5,Maize,SSP
Dark Brown,135,75,50,7.5,Maize,SSP
Dark Brown,140,75,50,7.5,Maize,SSP
Dark Brown,145,75,50,7.5,Maize,SSP
Dark Brown,150,75,50,7.5,Maize,SSP
Dark Brown,120,80,55,6,Maize,SSP
Dark Brown,125,80,55,6,Maize,SSP
Dark Brown,130,80,55,6,Maize,SSP
Dark Brown,135,80,55,6,Maize,SSP
Dark Brown,140,80,55,6,Maize,SSP
Dark Brown,145,80,55,6,Maize,SSP
Dark Brown,150,80,55,6,Maize,SSP
Black,100,60,60,7.5,Cotton,Magnesium Sulphate
Black,105,60,60,7.5,Cotton,Magnesium Sulphate
Black,110,60,60,7.5,Cotton,Magnesium Sulphate
Black,115,60,60,7.5,Cotton,Magnesium Sulphate
Black,120,60,60,7.5,Cotton,Magnesium Sulphate
Black,100,65,65,8,Cotton,Magnesium Sulphate
Black,105,65,65,8,Cotton,Magnesium Sulphate
Black,110,65,65,8,Cotton,Magnesium Sulphate
Black,115,65,65,8,Cotton,Magnesium Sulphate
Black,120,65,65,8,Cotton,Magnesium Sulphate
Black,100,70,70,8.5,Cotton,Magnesium Sulphate
Black,105,70,70,8.5,Cotton,Magnesium Sulphate
Black,110,70,70,8.5,Cotton,Magnesium Sulphate
Black,115,70,70,8.5,Cotton,Magnesium Sulphate
Black,120,70,70,8.5,Cotton,Magnesium Sulphate
Black,100,75,75,7.5,Cotton,Magnesium Sulphate
Black,105,75,75,7.5,Cotton,Magnesium Sulphate
Black,110,75,75,7.5,Cotton,Magnesium Sulphate
Black,115,75,75,7.5,Cotton,Magnesium Sulphate
Black,120,75,75,7.5,Cotton,Magnesium Sulphate
Black,100,80,80,8,Cotton,Magnesium Sulphate
Black,105,80,80,8,Cotton,Magnesium Sulphate
Black,110,80,80,8,Cotton,Magnesium Sulphate
Black,115,80,80,8,Cotton,Magnesium Sulphate
Black,120,80,80,8,Cotton,Magnesium Sulphate
Black,100,60,65,8.5,Cotton,DAP
Black,105,60,65,8.5,Cotton,DAP
Black,110,60,65,8.5,Cotton,DAP
Black,115,60,65,8.5,Cotton,DAP
Black,120,60,65,8.5,Cotton,DAP
Black,100,65,70,7.5,Cotton,DAP
Black,105,65,70,7.5,Cotton,DAP
Black,110,65,70,7.5,Cotton,DAP
Black,115,65,70,7.5,Cotton,DAP
Black,120,65,70,7.5,Cotton,DAP
Black,100,70,75,8,Cotton,DAP
Black,105,70,75,8,Cotton,DAP
Black,110,70,75,8,Cotton,DAP
Black,115,70,75,8,Cotton,DAP
Black,120,70,75,8,Cotton,DAP
Black,100,75,80,8.5,Cotton,DAP
Black,105,75,80,8.5,Cotton,DAP
Black,110,75,80,8.5,Cotton,DAP
Black,115,75,80,8.5,Cotton,DAP
Black,120,75,80,8.5,Cotton,DAP
Black,100,80,60,7.5,Cotton,DAP
Black,105,80,60,7.5,Cotton,DAP
Black,110,80,60,7.5,Cotton,DAP
Black,115,80,60,7.5,Cotton,DAP
Black,120,80,60,7.5,Cotton,DAP
Black,100,60,75,7.5,Cotton,Magnesium Sulphate
Black,105,60,75,7.5,Cotton,Magnesium Sulphate
Black,110,60,75,7.5,Cotton,Magnesium Sulphate
Black,115,60,75,7.5,Cotton,Magnesium Sulphate
Black,120,60,75,7.5,Cotton,Magnesium Sulphate
Black,100,65,80,8,Cotton,Magnesium Sulphate
Black,105,65,80,8,Cotton,Magnesium Sulphate
Black,110,65,80,8,Cotton,Magnesium Sulphate
Black,115,65,80,8,Cotton,Magnesium Sulphate
Black,120,65,80,8,Cotton,Magnesium Sulphate
Black,100,70,60,8.5,Cotton,Magnesium Sulphate
Black,105,70,60,8.5,Cotton,Magnesium Sulphate
Black,110,70,60,8.5,Cotton,Magnesium Sulphate
Black,115,70,60,8.5,Cotton,Magnesium Sulphate
Black,120,70,60,8.5,Cotton,Magnesium Sulphate
Black,100,75,65,7.5,Cotton,Magnesium Sulphate
Black,105,75,65,7.5,Cotton,Magnesium Sulphate
Black,110,75,65,7.5,Cotton,Magnesium Sulphate
Black,115,75,65,7.5,Cotton,Magnesium Sulphate
Black,120,75,65,7.5,Cotton,Magnesium Sulphate
Black,100,80,70,8,Cotton,Magnesium Sulphate
Black,105,80,70,8,Cotton,Magnesium Sulphate
Black,110,80,70,8,Cotton,Magnesium Sulphate
Black,115,80,70,8,Cotton,Magnesium Sulphate
Black,120,80,70,8,Cotton,Magnesium Sulphate
Black,100,60,80,8.5,Cotton,DAP
Black,105,60,80,8.5,Cotton,DAP
Black,110,60,80,8.5,Cotton,DAP
Black,115,60,80,8.5,Cotton,DAP
Black,120,60,80,8.5,Cotton,DAP
Black,100,65,60,7.5,Cotton,DAP
Black,105,65,60,7.5,Cotton,DAP
Black,110,65,60,7.5,Cotton,DAP
Black,115,65,60,7.5,Cotton,DAP
Black,120,65,60,7.5,Cotton,DAP
Black,100,70,65,8,Cotton,DAP
Black,105,70,65,8,Cotton,DAP
Black,110,70,65,8,Cotton,DAP
Black,115,70,65,8,Cotton,DAP
Black,120,70,65,8,Cotton,DAP
Black,100,75,70,8.5,Cotton,DAP
Black,105,75,70,8.5,Cotton,DAP
Black,110,75,70,8.5,Cotton,DAP
Black,115,75,70,8.5,Cotton,DAP
Black,120,75,70,8.5,Cotton,DAP
Black,100,80,75,7.5,Cotton,DAP
Black,105,80,75,7.5,Cotton,DAP
Black,110,80,75,7.5,Cotton,DAP
Black,115,80,75,7.5,Cotton,DAP
Black,120,80,75,7.5,Cotton,DAP
Red,50,30,25,6.5,Sorghum,Urea
Red,55,30,25,6.5,Sorghum,Urea
Red,60,30,25,6.5,Sorghum,Urea
Red,50,35,30,7,Sorghum,Urea
Red,55,35,30,7,Sorghum,Urea
Red,60,35,30,7,Sorghum,Urea
Red,50,40,20,7.5,Sorghum,Urea
Red,55,40,20,7.5,Sorghum,Urea
Red,60,40,20,7.5,Sorghum,Urea
Red,50,30,30,6.5,Sorghum,SSP
Red,55,30,30,6.5,Sorghum,SSP
Red,60,30,30,6.5,Sorghum,SSP
Red,50,35,20,7,Sorghum,SSP
Red,55,35,20,7,Sorghum,SSP
Red,60,35,20,7,Sorghum,SSP
Red,50,40,25,7.5,Sorghum,SSP
Red,55,40,25,7.5,Sorghum,SSP
Red,60,40,25,7.5,Sorghum,SSP
Red,60,40,40,6,Wheat,DAP
Red,65,40,40,6,Wheat,DAP
Red,70,40,40,6,Wheat,DAP
Red,75,40,40,6,Wheat,DAP
Red,80,40,40,6,Wheat,DAP
Red,60,45,45,6.5,Wheat,DAP
Red,65,45,45,6.5,Wheat,DAP
Red,70,45,45,6.5,Wheat,DAP
Red,75,45,45,6.5,Wheat,DAP
Red,80,45,45,6.5,Wheat,DAP
Red,60,50,50,7,Wheat,DAP
Red,65,50,50,7,Wheat,DAP
Red,70,50,50,7,Wheat,DAP
Red,75,50,50,7,Wheat,DAP
Red,80,50,50,7,Wheat,DAP
Red,60,55,55,7.5,Wheat,DAP
Red,65,55,55,7.5,Wheat,DAP
Red,70,55,55,7.5,Wheat,DAP
Red,75,55,55,7.5,Wheat,DAP
Red,80,55,55,7.5,Wheat,DAP
Red,60,60,60,6,Wheat,DAP
Red,65,60,60,6,Wheat,DAP
Red,70,60,60,6,Wheat,DAP
Red,75,60,60,6,Wheat,DAP
Red,80,60,60,6,Wheat,DAP
Red,60,40,45,6.5,Wheat,Urea
Red,65,40,45,6.5,Wheat,Urea
Red,70,40,45,6.5,Wheat,Urea
Red,75,40,45,6.5,Wheat,Urea
Red,80,40,45,6.5,Wheat,Urea
Red,60,45,50,7,Wheat,Urea
Red,65,45,50,7,Wheat,Urea
Red,70,45,50,7,Wheat,Urea
Red,75,45,50,7,Wheat,Urea
Red,80,45,50,7,Wheat,Urea
Red,60,50,55,7.5,Wheat,Urea
Red,65,50,55,7.5,Wheat,Urea
Red,70,50,55,7.5,Wheat,Urea
Red,75,50,55,7.5,Wheat,Urea
Red,80,50,55,7.5,Wheat,Urea
Red,60,55,60,6,Wheat,Urea
Red,65,55,60,6,Wheat,Urea
Red,70,55,60,6,Wheat,Urea
Red,75,55,60,6,Wheat,Urea
Red,80,55,60,6,Wheat,Urea
Red,60,60,40,6.5,Wheat,Urea
Red,65,60,40,6.5,Wheat,Urea
Red,70,60,40,6.5,Wheat,Urea
Red,75,60,40,6.5,Wheat,Urea
Red,80,60,40,6.5,Wheat,Urea
Red,60,40,55,7.5,Wheat,Urea
Red,65,40,55,7.5,Wheat,Urea
Red,70,40,55,7.5,Wheat,Urea
Red,75,40,55,7.5,Wheat,Urea
Red,80,40,55,7.5,Wheat,Urea
Red,60,45,60,6,Wheat,Urea
Red,65,45,60,6,Wheat,Urea
Red,70,45,60,6,Wheat,Urea
Red,75,45,60,6,Wheat,Urea
Red,80,45,60,6,Wheat,Urea
Red,60,50,40,6.5,Wheat,Urea
Red,65,50,40,6.5,Wheat,Urea
Red,70,50,40,6.5,Wheat,Urea
Red,75,50,40,6.5,Wheat,Urea
Red,80,50,40,6.5,Wheat,Urea
Red,60,55,45,7,Wheat,Urea
Red,65,55,45,7,Wheat,Urea
Red,70,55,45,7,Wheat,Urea
Red,75,55,45,7,Wheat,Urea
Red,80,55,45,7,Wheat,Urea
Red,60,60,50,7.5,Wheat,Urea
Red,65,60,50,7.5,Wheat,Urea
Red,70,60,50,7.5,Wheat,Urea
Red,75,60,50,7.5,Wheat,Urea
Red,80,60,50,7.5,Wheat,Urea
Black,120,60,60,6.5,Sugarcane,Urea
Black,125,60,60,6.5,Sugarcane,Urea
Black,130,60,60,6.5,Sugarcane,Urea
Black,135,60,60,6.5,Sugarcane,Urea
Black,140,60,60,6.5,Sugarcane,Urea
Black,145,60,60,6.5,Sugarcane,Urea
Black,150,60,60,6.5,Sugarcane,Urea
Black,120,65,65,7,Sugarcane,Urea
Black,125,65,65,7,Sugarcane,Urea
Black,130,65,65,7,Sugarcane,Urea
Black,135,65,65,7,Sugarcane,Urea
Black,140,65,65,7,Sugarcane,Urea
Black,145,65,65,7,Sugarcane,Urea
Black,150,65,65,7,Sugarcane,Urea
Black,120,70,70,7.5,Sugarcane,Urea
Black,125,70,70,7.5,Sugarcane,Urea
Black,130,70,70,7.5,Sugarcane,Urea
Black,135,70,70,7.5,Sugarcane,Urea
Black,140,70,70,7.5,Sugarcane,Urea
Black,145,70,70,7.5,Sugarcane,Urea
Black,150,70,70,7.5,Sugarcane,Urea
Black,120,75,75,8,Sugarcane,Urea
Black,125,75,75,8,Sugarcane,Urea
Black,130,75,75,8,Sugarcane,Urea
Black,135,75,75,8,Sugarcane,Urea
Black,140,75,75,8,Sugarcane,Urea
Black,145,75,75,8,Sugarcane,Urea
Black,150,75,75,8,Sugarcane,Urea
Black,120,80,80,8.5,Sugarcane,Urea
Black,125,80,80,8.5,Sugarcane,Urea
Black,130,80,80,8.5,Sugarcane,Urea
Black,135,80,80,8.5,Sugarcane,Urea
Black,140,80,80,8.5,Sugarcane,Urea
Black,145,80,80,8.5,Sugarcane,Urea
Black,150,80,80,8.5,Sugarcane,DAP
Black,120,60,65,6.5,Sugarcane,DAP
Black,125,60,65,6.5,Sugarcane,DAP
Black,130,60,65,6.5,Sugarcane,DAP
Black,135,60,65,6.5,Sugarcane,DAP
Black,140,60,65,6.5,Sugarcane,DAP
Black,145,60,65,6.5,Sugarcane,DAP
Black,150,60,65,6.5,Sugarcane,DAP
Black,120,65,70,7,Sugarcane,DAP
Black,125,65,70,7,Sugarcane,DAP
Black,130,65,70,7,Sugarcane,DAP
Black,135,65,70,7,Sugarcane,DAP
Black,140,65,70,7,Sugarcane,DAP
Black,145,65,70,7,Sugarcane,DAP
Black,150,65,70,7,Sugarcane,DAP
Black,120,70,75,7.5,Sugarcane,DAP
Black,125,70,75,7.5,Sugarcane,DAP
Black,130,70,75,7.5,Sugarcane,DAP
Black,135,70,75,7.5,Sugarcane,DAP
Black,140,70,75,7.5,Sugarcane,DAP
Black,145,70,75,7.5,Sugarcane,DAP
Black,150,70,75,7.5,Sugarcane,DAP
Black,120,75,80,8,Sugarcane,DAP
Black,125,75,80,8,Sugarcane,DAP
Black,130,75,80,8,Sugarcane,DAP
Black,135,75,80,8,Sugarcane,DAP
Black,140,75,80,8,Sugarcane,DAP
Black,145,75,80,8,Sugarcane,DAP
Black,150,75,80,8,Sugarcane,DAP
Black,120,80,60,8.5,Sugarcane,DAP
Black,125,80,60,8.5,Sugarcane,DAP
Black,130,80,60,8.5,Sugarcane,DAP
Black,135,80,60,8.5,Sugarcane,DAP
Black,140,80,60,8.5,Sugarcane,DAP
Black,145,80,60,8.5,Sugarcane,DAP
Black,150,80,60,8.5,Sugarcane,DAP
Black,120,60,70,6.5,Sugarcane,MOP
Black,125,60,70,6.5,Sugarcane,MOP
Black,130,60,70,6.5,Sugarcane,MOP
Black,135,60,70,6.5,Sugarcane,MOP
Black,140,60,70,6.5,Sugarcane,MOP
Black,145,60,70,6.5,Sugarcane,MOP
Black,150,60,70,6.5,Sugarcane,MOP
Black,120,65,75,7,Sugarcane,MOP
Black,125,65,75,7,Sugarcane,MOP
Black,130,65,75,7,Sugarcane,MOP
Black,135,65,75,7,Sugarcane,MOP
Black,140,65,75,7,Sugarcane,MOP
Black,145,65,75,7,Sugarcane,MOP
Black,150,65,75,7,Sugarcane,MOP
Black,120,70,80,7.5,Sugarcane,MOP
Black,125,70,80,7.5,Sugarcane,MOP
Black,130,70,80,7.5,Sugarcane,MOP
Black,135,70,80,7.5,Sugarcane,MOP
Black,140,70,80,7.5,Sugarcane,MOP
Black,145,70,80,7.5,Sugarcane,MOP
Black,150,70,80,7.5,Sugarcane,MOP
